SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,SchoolCode,SchoolName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,Subject,Category,Group,PercentBottom30,NumberBottom30,PercentMiddle40,NumberMiddle40,PercentTop30,NumberTop30,NumberOfStudents
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","29.30","17","41.40","24","29.30","17","58"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","66.70","10","26.70","< 10","6.70","< 10","15"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students without IEP","25.90","42","42.60","69","31.50","51","162"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students with Disabilities","78.60","11","7.10","< 10","14.30","< 10","14"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Migrant","30.30","53","39.40","69","30.30","53","175"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not English Learners","25.30","37","40.40","59","34.20","50","146"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","English Learners","55.20","16","34.50","10","10.30","< 10","29"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Homeless","30.30","53","39.40","69","30.30","53","175"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not English Learners","27.30","45","38.20","63","34.50","57","165"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","English Learners","37.30","22","45.80","27","16.90","10","59"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Homeless","29.90","67","40.20","90","29.90","67","224"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Female","36.10","43","34.50","41","29.40","35","119"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","22.90","24","46.70","49","30.50","32","105"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","19.60","20","37.30","38","43.10","44","102"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","36.60","41","43.80","49","19.60","22","112"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","70.60","12","29.40","< 10","< 5","< 10","17"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","26.60","55","41.10","85","32.40","67","207"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Asian","29.00","< 10","51.60","16","19.40","< 10","31"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Male","27.00","10","32.40","12","40.50","15","37"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Female","32.50","13","47.50","19","20.00","< 10","40"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","29.90","23","40.30","31","29.90","23","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","50.00","< 10","38.90","< 10","11.10","< 10","18"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","23.70","14","40.70","24","35.60","21","59"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","29.90","23","40.30","31","29.90","23","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Migrant","29.90","67","40.20","90","29.90","67","224"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","70.00","< 10","10.00","< 10","20.00","< 10","10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","23.90","16","44.80","30","31.30","21","67"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","29.90","23","40.30","31","29.90","23","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","27.50","19","40.60","28","31.90","22","69"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","25.00","10","37.50","15","37.50","15","40"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","34.20","25","31.50","23","34.20","25","73"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","35.10","26","41.90","31","23.00","17","74"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","20.80","16","46.80","36","32.50","25","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","37.50","< 10","41.70","10","20.80","< 10","24"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","29.00","58","40.00","80","31.00","62","200"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","32.10","36","41.10","46","26.80","30","112"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Asian","25.50","26","40.20","41","34.30","35","102"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Male","31.40","33","39.00","41","29.50","31","105"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Female","28.60","34","41.20","49","30.30","36","119"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Homeless","29.90","67","40.20","90","29.90","67","224"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","English Learners","47.50","28","40.70","24","11.90","< 10","59"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not English Learners","23.60","39","40.00","66","36.40","60","165"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Migrant","29.90","67","40.20","90","29.90","67","224"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students with Disabilities","76.50","13","23.50","< 10","< 5","< 10","17"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students without IEP","26.10","54","41.50","86","32.40","67","207"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","03","26.00","19","38.40","28","35.60","26","73"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","35.10","26","50.00","37","14.90","11","74"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","28.60","22","32.50","25","39.00","30","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","41.70","10","41.70","10","16.70","< 10","24"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","28.50","57","40.00","80","31.50","63","200"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06365","Martell Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Students with Disabilities","74.40","64","11.60","10","14.00","12","86"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Race/Ethnicity","Asian","12.00","23","35.10","67","52.90","101","191"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Race/Ethnicity","Two or More Races","53.60","15","32.10","< 10","14.30","< 10","28"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","32.70","166","42.80","217","24.50","124","507"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Race/Ethnicity","Hispanic","50.00","14","35.70","10","14.30","< 10","28"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","58.10","18","35.50","11","6.50","< 10","31"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Not Economically Disadvantaged","25.90","174","41.20","277","32.90","221","672"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Economically Disadvantaged","54.40","62","32.50","37","13.20","15","114"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Grade","08","26.00","67","48.80","126","25.20","65","258"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Grade","07","30.60","85","37.10","103","32.40","90","278"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Gender","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Race/Ethnicity","Asian","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Race/Ethnicity","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Program Participation","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Grade","07","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Not Migrant","30.00","236","39.90","314","30.00","236","786"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Not English Learners","27.60","202","41.00","300","31.30","229","731"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","English Learners","61.80","34","25.50","14","12.70","< 10","55"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Not Homeless","30.00","236","39.90","314","30.00","236","786"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Gender","Female","32.00","126","43.10","170","24.90","98","394"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Gender","Male","28.10","110","36.70","144","35.20","138","392"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","25.90","58","40.60","91","33.50","75","224"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","60.00","18","36.70","11","< 5","< 10","30"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Grade","08","29.90","76","40.20","102","29.90","76","254"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Students without IEP","25.50","59","42.40","98","32.00","74","231"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Students with Disabilities","73.90","17","17.40","< 10","8.70","< 10","23"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Program Participation","Not Migrant","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Program Participation","Not English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Program Participation","Not Homeless","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Science","Gender","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Grade","06","33.60","84","34.00","85","32.40","81","250"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Not Migrant","29.90","76","40.20","102","29.90","76","254"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Not English Learners","25.30","59","42.90","100","31.80","74","233"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","English Learners","81.00","17","9.50","< 10","9.50","< 10","21"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Program Participation","Not Homeless","29.90","76","40.20","102","29.90","76","254"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Gender","Female","39.70","50","37.30","47","23.00","29","126"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Not English Learners","26.60","195","41.50","304","31.80","233","732"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","English Learners","77.40","41","17.00","< 10","5.70","< 10","53"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Not Homeless","30.10","236","39.90","313","30.10","236","785"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Gender","Female","27.70","109","41.60","164","30.70","121","394"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Gender","Male","32.50","127","38.10","149","29.40","115","391"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Race/Ethnicity","Asian","18.80","36","39.80","76","41.40","79","191"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Race/Ethnicity","Two or More Races","35.70","10","42.90","12","21.40","< 10","28"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","30.90","157","40.70","207","28.30","144","508"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Race/Ethnicity","Hispanic","46.20","12","38.50","10","15.40","< 10","26"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","67.70","21","25.80","< 10","6.50","< 10","31"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Not Economically Disadvantaged","26.20","176","41.00","275","32.80","220","671"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Economically Disadvantaged","52.60","60","33.30","38","14.00","16","114"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Grade","08","27.90","72","41.10","106","31.00","80","258"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Gender","Male","20.30","26","43.00","55","36.70","47","128"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Race/Ethnicity","Asian","21.30","13","42.60","26","36.10","22","61"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","33.30","< 10","25.00","< 10","41.70","< 10","12"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","30.90","50","42.60","69","26.50","43","162"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Race/Ethnicity","Hispanic","50.00","< 10","10.00","< 10","40.00","< 10","10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","SocialStudies","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Students without IEP","25.00","175","42.10","295","33.00","231","701"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","Math","Program Participation","Students with Disabilities","71.80","61","22.40","19","5.90","< 10","85"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Not Migrant","30.10","236","39.90","313","30.10","236","785"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Grade","07","29.40","82","40.50","113","30.10","84","279"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Grade","06","33.10","82","37.90","94","29.00","72","248"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","ELA","Program Participation","Students without IEP","24.60","172","43.30","303","32.00","224","699"
